"","yq","pr","ln.cv","ll","ul","yr","qtr"
"42",1967.625,0.58614921115963,0.0367221197651835,0.545443392968121,0.629892858126776,"1967","0.625"
"43",1967.875,0.612343766933861,0.0310525188792992,0.576186215060635,0.650770322339786,"1967","0.875"
"44",1968.125,0.777749578070842,0.0489779121196084,0.706559831354623,0.856112079043135,"1968","0.125"
"45",1968.375,0.702192828963309,0.0338220521569402,0.657152974454299,0.750319618437314,"1968","0.375"
"46",1968.625,1.17325188789242,0.0645100319918659,1.0339016154597,1.33138392653645,"1968","0.625"
"47",1968.875,0.846164067392227,0.0299113614272938,0.797982769805183,0.897254497262588,"1968","0.875"
"48",1969.125,1.03239526459019,0.0269131324813727,0.979348095236736,1.08831577610879,"1969","0.125"
"49",1969.375,0.771584958589075,0.0301793388165992,0.727268170999081,0.818602232382939,"1969","0.375"
"50",1969.625,0.73442856827342,0.0364200463785304,0.683830067755277,0.788770993452682,"1969","0.625"
"51",1969.875,0.687086451830069,0.0303938554119333,0.647350686728251,0.729261282898137,"1969","0.875"
"52",1970.125,0.792721178203015,0.0303312595303363,0.746967956042791,0.84127687310803,"1970","0.125"
"53",1970.375,0.610421148783106,0.0331973069891756,0.571967633556779,0.651459902660206,"1970","0.375"
"NA.12",1970.625,NA,NA,NA,NA,"1970","0.625"
"54",1970.875,1.25585299408665,0.0452084747793717,1.1493613125508,1.37221144085332,"1970","0.875"
"55",1971.125,0.839652691497704,0.0331137097422851,0.786887643563397,0.895955919636368,"1971","0.125"
"56",1971.375,0.725618006485996,0.0369772120069368,0.674889098566761,0.780160018075365,"1971","0.375"
"NA.13",1971.625,NA,NA,NA,NA,"1971","0.625"
"57",1971.875,0.979062872405126,0.0332217345126348,0.917342829145321,1.04493552210493,"1971","0.875"
"58",1972.125,0.906522873167444,0.0307162692182827,0.853557043334596,0.962775395028422,"1972","0.125"
"59",1972.375,0.831413627355916,0.0363899908182484,0.774178940026382,0.892879648378922,"1972","0.375"
"60",1972.625,0.924137228823,0.0447991686121931,0.846452601223837,1.00895149528971,"1972","0.625"
"61",1972.875,1.45854884051957,0.0334924751673428,1.3658770438192,1.55750821774743,"1972","0.875"
"62",1973.125,1.30369407274325,0.0371179973253197,1.21221656348707,1.40207475008983,"1973","0.125"
"63",1973.375,1.15210608390433,0.0387865260029178,1.06776753585706,1.24310618556498,"1973","0.375"
"64",1973.625,0.682369170312203,0.0445201787256071,0.625349858381083,0.744587495067145,"1973","0.625"
"NA.14",1973.875,NA,NA,NA,NA,"1973","0.875"
"65",1974.125,0.811963091772859,0.0368921806997509,0.755323558292236,0.872849860385611,"1974","0.125"
"66",1974.375,0.866285368997896,0.0415962148693291,0.798460739425798,0.939871309238694,"1974","0.375"
"67",1974.625,0.689233764018258,0.0349675609220159,0.643578542147006,0.738127750310026,"1974","0.625"
"68",1974.875,0.834799071314219,0.049105345094038,0.758198015998576,0.91913916254351,"1974","0.875"
"69",1975.125,0.823845764103799,0.0389644301401142,0.763270927238662,0.889227951452614,"1975","0.125"
"70",1975.375,0.617924069493743,0.0450069182533096,0.565749853313599,0.674909862412385,"1975","0.375"
"71",1975.625,0.609420894539745,0.0349009105770264,0.569126863686373,0.652567732080006,"1975","0.625"
"72",1975.875,0.538782447362204,0.0339227106654997,0.504124546604741,0.575823033297375,"1975","0.875"
"73",1976.125,0.362261965392245,0.0415179772637542,0.333950365610372,0.392973762223592,"1976","0.125"
"74",1976.375,0.731063827947383,0.0412409208030825,0.674295584264402,0.792611331002745,"1976","0.375"
"NA.15",1976.625,NA,NA,NA,NA,"1976","0.625"
"NA.16",1976.875,NA,NA,NA,NA,"1976","0.875"
"75",1977.125,2.23928441327233,0.0555287050599355,2.00836326544029,2.49675682174216,"1977","0.125"
"76",1977.375,1.40442142239696,0.0425421886008112,1.29206631224443,1.52654667411092,"1977","0.375"
"NA.17",1977.625,NA,NA,NA,NA,"1977","0.625"
"77",1977.875,1.3590727866764,0.0518401308943609,1.22776572787441,1.50442286956662,"1977","0.875"
"78",1978.125,1.77931495662523,0.0366482570084409,1.65598806806594,1.91182640498602,"1978","0.125"
"79",1978.375,1.45952413949599,0.0379901730458133,1.35479440415862,1.57234980247388,"1978","0.375"
"80",1978.625,0.956020664596397,0.0453423410191153,0.874724115532501,1.04487288609728,"1978","0.625"
"81",1978.875,0.751353154912,0.0514744355535001,0.679247721434396,0.831112929174162,"1978","0.875"
"82",1979.125,1.00015853789935,0.0398582276156938,0.92499809512772,1.08142611990443,"1979","0.125"
"83",1979.375,0.985644339121092,0.0460111849348894,0.900647236232138,1.07866290391975,"1979","0.375"
"84",1979.625,0.592723186733342,0.0429739621859074,0.544843459247546,0.644810486624028,"1979","0.625"
"85",1979.875,0.617463292969079,0.0567517600154179,0.552462839618295,0.690111426186849,"1979","0.875"
